form	POS	lemma	POSUD	ud-feats
larron	NOMcom	larron	NOUN	_
à	PRE	a3	ADP	_
querre	VERinf	querre	VERB	VerbForm=Inf
par	PRE	par	ADP	_
tot	PROind	tot	PRON	PronType=Ind
entre	PRE	entre2	ADP	_
la	DETdef	le	DET	PronType=Art|Definite=Def
mer	NOMcom	mer	NOUN	_
et	CONcoo	et	CCONJ	_
en	PRE	en1	ADP	_
la	DETdef	le	DET	PronType=Art|Definite=Def
conmença	VERcjg	comencier	VERB	VerbForm=Fin
à	PRE	a3	ADP	_
desver	VERinf	desver	VERB	VerbForm=Inf
.	PONfrt	.	PUNCT	_
Tantost	ADVgen	tantost	ADV	_
deropi	VERcjg	desrompre	VERB	VerbForm=Fin
ele	PROper	il	PRON	PronType=Prs
la	DETdef	le	DET	PronType=Art|Definite=Def
guinple	NOMcom	guimple	NOUN	_
de	PRE	de	ADP	_
son	DETpos	son4	DET	Poss=Yes
chief	NOMcom	chief1	NOUN	_
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
fu	VERcjg	estre1	VERB	VerbForm=Fin
tote	ADVgen	tot	ADV	_
eschevelee	VERppe	escheveler	VERB	VerbForm=Part|Tense=Past
et	CONcoo	et	CCONJ	_
conmença	VERcjg	comencier	VERB	VerbForm=Fin
les	DETdef	le	DET	PronType=Art|Definite=Def
denz	NOMcom	dent2	NOUN	_
à	PRE	a3	ADP	_
estraindre	VERinf	estreindre	VERB	VerbForm=Inf
et	CONcoo	et	CCONJ	_
à	PRE	a3	ADP	_
hauchier	VERinf	huchier1	VERB	VerbForm=Inf
le	DETdef	le	DET	PronType=Art|Definite=Def
non	NOMcom	nom	NOUN	_
del	PRE.DETdef	de+le	ADP.DET	_.PronType=Art|Definite=Yes
jovencel	NOMcom	jovencel	NOUN	_
à	PRE	a3	ADP	_
haute	ADJqua	haut	ADJ	_
voiz	NOMcom	voiz	NOUN	_
.	PONfrt	.	PUNCT	_
Or	ADVgen	or4	ADV	_
estoit	VERcjg	estre1	VERB	VerbForm=Fin
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
enmor	NOMcom	amor	NOUN	_
trestornee	VERppe	trestorner	VERB	VerbForm=Part|Tense=Past
en	PRE	en1	ADP	_
desverie	NOMcom	desverie	NOUN	_
,	PONfbl	,	PUNCT	_
quar	CONcoo	car	CCONJ	_
la	DETdef	le	DET	PronType=Art|Definite=Def
pucelle	NOMcom	pucele	NOUN	_
ert	VERcjg	estre1	VERB	VerbForm=Fin
si	ADVgen	si	ADV	_
forsenee	VERppe	forsener	VERB	VerbForm=Part|Tense=Past
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
il	PROimp	il	PRON	PronType=Prs
la	PROper	il	PRON	PronType=Prs
covenoit	VERcjg	covenir	VERB	VerbForm=Fin
lier	VERinf	liier3	VERB	VerbForm=Inf
et	CONcoo	et	CCONJ	_
tenir	VERinf	tenir1	VERB	VerbForm=Inf
à	PRE	a3	ADP	_
force	NOMcom	force2	NOUN	_
.	PONfrt	.	PUNCT	_
Ses	DETpos	son4	DET	Poss=Yes
peres	NOMcom	pere	NOUN	_
et	CONcoo	et	CCONJ	_
sa	DETpos	son4	DET	Poss=Yes
mere	NOMcom	mere	NOUN	_
,	PONfbl	,	PUNCT	_
qui	PROrel	qui	PRON	PronType=Rel
grant	ADJqua	grant	ADJ	_
dolor	NOMcom	dolor	NOUN	_
en	PROadv	en2	ADV	_
demenoient	VERcjg	demener	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
l	PROper	il	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
amenerent	VERcjg	amener	VERB	VerbForm=Fin
à	PRE	a3	ADP	_
saint	ADJqua	saint	ADJ	_
Ylarien	NOMpro	Hilaire	PROPN	_
à	PRE	a3	ADP	_
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
abaie	NOMcom	abeie	NOUN	_
.	PONfrt	.	PUNCT	_
Tantost	ADVgen	tantost	ADV	_
conme	CONsub	come1	SCONJ	_
ele	PROper	il	PRON	PronType=Prs
vint	VERcjg	venir	VERB	VerbForm=Fin
devant	PRE	devant	ADP	_
lo	DETdef	le	DET	PronType=Art|Definite=Def
saint	ADJqua	saint	ADJ	_
home	NOMcom	ome	NOUN	_
,	PONfbl	,	PUNCT	_
li	DETdef	le	DET	PronType=Art|Definite=Def
deable	NOMcom	dïable	NOUN	_
,	PONfbl	,	PUNCT	_
qui	PROrel	qui	PRON	PronType=Rel
el	PRE.DETdef	en1+le	ADP.DET	_.PronType=Art|Definite=Yes
cors	NOMcom	cors1	NOUN	_
li	PROper	il	PRON	PronType=Prs
estoit	VERcjg	estre1	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
conmença	VERcjg	comencier	VERB	VerbForm=Fin
à	PRE	a3	ADP	_
huler	VERinf	uller1	VERB	VerbForm=Inf
et	CONcoo	et	CCONJ	_
à	PRE	a3	ADP	_
dire	VERinf	dire	VERB	VerbForm=Inf
:	PONfbl	:	PUNCT	_
«	PONfbl	«	PUNCT	_
L	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
en	PROind	on	PRON	PronType=Ind
me	PROper	je	PRON	PronType=Prs
fait	VERcjg	faire	VERB	VerbForm=Fin
Quand	CONsub	cant1	SCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
empereres	NOMcom	emperëor	NOUN	_
Kyrsaacs	NOMpro	Kyrsac	PROPN	_
vit	VERcjg	vëoir	VERB	VerbForm=Fin
sen	DETpos	son4	DET	Poss=Yes
frere	NOMcom	frere	NOUN	_
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
en	PROadv	en2	ADV	_
fu	VERcjg	estre1	VERB	VerbForm=Fin
molt	ADVgen	mout	ADV	_
liés	ADJqua	lié1	ADJ	_
et	CONcoo	et	CCONJ	_
molt	ADVgen	mout	ADV	_
en	PROadv	en2	ADV	_
fist	VERcjg	faire	VERB	VerbForm=Fin
grant	ADJqua	grant	ADJ	_
feste	NOMcom	feste1	NOUN	_
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
chis	PROdem	cest	PRON	PronType=Dem
refu	VERcjg	restre	VERB	VerbForm=Fin
aussi	ADVgen	aussi	ADV	_
molt	ADVgen	mout	ADV	_
liés	ADJqua	lié1	ADJ	_
de	PRE	de	ADP	_
chou	PROdem	ce1	PRON	PronType=Dem
que	CONsub	que4	SCONJ	_
ses	DETpos	son4	DET	Poss=Yes
freres	NOMcom	frere	NOUN	_
fu	VERcjg	estre1	VERB	VerbForm=Fin
empereres	NOMcom	emperëor	NOUN	_
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
de	PRE	de	ADP	_
chou	PROdem	ce1	PRON	PronType=Dem
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
avoit	VERcjg	avoir	VERB	VerbForm=Fin
conquis	VERppe	conquerre	VERB	VerbForm=Part|Tense=Past
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
empire	NOMcom	empire	NOUN	_
par	PRE	par	ADP	_
se	DETpos	son4	DET	Poss=Yes
forche	NOMcom	force2	NOUN	_
.	PONfrt	.	PUNCT	_
Chus	DETdem	cel	DET	PronType=Dem
vaslés	NOMcom	vaslet	NOUN	_
avoit	VERcjg	avoir	VERB	VerbForm=Fin
non	NOMcom	nom	NOUN	_
Alexes	NOMpro	Alexis	PROPN	_
:	PONfbl	:	PUNCT	_
ne	ADVneg	ne1	ADV	PronType=Neg
demora	VERcjg	demorer	VERB	VerbForm=Fin
waires	ADVgen	gaire	ADV	_
aprés	ADVgen	après	ADV	_
que	CONsub	que4	SCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
empereres	NOMcom	emperëor	NOUN	_
ses	DETpos	son4	DET	Poss=Yes
freres	NOMcom	frere	NOUN	_
le	PROper	il	PRON	PronType=Prs
fist	VERcjg	faire	VERB	VerbForm=Fin
bailliu	NOMcom	baillif	NOUN	_
de	PRE	de	ADP	_
toute	DETind	tot	DET	PronType=Ind
se	DETpos	son4	DET	Poss=Yes
terre	NOMcom	terre	NOUN	_
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
kemandeeur	NOMcom	comandëor	NOUN	_
.	PONfrt	.	PUNCT	_
Adont	ADVgen	adonc	ADV	_
si	ADVgen	si	ADV	_
s	PROper	soi1	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
enorgueilli	VERcjg	enorgoillir	VERB	VerbForm=Fin
si	ADVgen	si	ADV	_
de	PRE	de	ADP	_
chele	PROdem	cel	PRON	PronType=Dem
baillie	VERppe	baillie	VERB	VerbForm=Part|Tense=Past
qu	PROrel	que2	PRON	PronType=Rel
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
eut	VERcjg	avoir	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
que	CONsub	que4	SCONJ	_
les	DETdef	le	DET	PronType=Art|Definite=Def
gens	NOMcom	gent1	NOUN	_
de	PRE	de	ADP	_
tout	DETind	tot	DET	PronType=Ind
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
empire	NOMcom	empire	NOUN	_
le	PROper	il	PRON	PronType=Prs
renommoient	VERcjg	renomer	VERB	VerbForm=Fin
trop	ADVgen	trop	ADV	_
et	CONcoo	et	CCONJ	_
redoutoient	VERcjg	redoter1	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
pour	PRE	por2	ADP	_
chou	PROdem	ce1	PRON	PronType=Dem
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
estoit	VERcjg	estre1	VERB	VerbForm=Fin
freres	NOMcom	frere	NOUN	_
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
empereeur	NOMcom	emperëor	NOUN	_
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
pour	PRE	por2	ADP	_
chou	PROdem	ce1	PRON	PronType=Dem
que	CONsub	que4	SCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
empereres	NOMcom	emperëor	NOUN	_
l	PROper	il	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
amoit	VERcjg	amer1	VERB	VerbForm=Fin
tant	ADVgen	tant	ADV	_
.	PONfrt	.	PUNCT	_
Apres	ADVgen	après	ADV	_
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
avint	VERcjg	avenir	VERB	VerbForm=Fin
un	DETndf	un	DET	PronType=Art|Definite=Ind
jour	NOMcom	jor	NOUN	_
que	CONsub	que4	SCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
empereres	NOMcom	emperëor	NOUN	_
ala	VERcjg	aler	VERB	VerbForm=Fin
cachier	VERinf	chacier	VERB	VerbForm=Inf
en	PRE	en1	ADP	_
se	DETpos	son4	DET	Poss=Yes
forest	NOMcom	forest	NOUN	_
;	PONfbl	;	PUNCT	_
si	ADVgen	si	ADV	_
ne	ADVneg	ne1	ADV	PronType=Neg
fait	VERcjg	faire	VERB	VerbForm=Fin
mais	ADVgen	mais1	ADV	_
el	PROind	el1	PRON	PronType=Ind
Alexes	NOMpro	Alexis	PROPN	_
ses	DETpos	son4	DET	Poss=Yes
freres	NOMcom	frere	NOUN	_
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
vient	VERcjg	venir	VERB	VerbForm=Fin
il	PROper	il	PRON	PronType=Prs
en	PRE	en1	ADP	_
le	DETdef	le	DET	PronType=Art|Definite=Def
forest	NOMcom	forest	NOUN	_
où	PROrel	où	PRON	PronType=Rel
li	DETdef	le	DET	PronType=Art|Definite=Def
empereres	NOMcom	emperëor	NOUN	_
estoit	VERcjg	estre1	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
le	PROper	il	PRON	PronType=Prs
prent	VERcjg	prendre	VERB	VerbForm=Fin
il	PROper	il	PRON	PronType=Prs
par	PRE	par	ADP	_
traïson	NOMcom	träison	NOUN	_
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
li	PROper	il	PRON	PronType=Prs
creva	VERcjg	crever	VERB	VerbForm=Fin
les	DETdef	le	DET	PronType=Art|Definite=Def
iex	NOMcom	ueil	NOUN	_
.	PONfrt	.	PUNCT	_
Aprés	ADVgen	après	ADV	_
,	PONfbl	,	PUNCT	_
quant	CONsub	cant1	SCONJ	_
il	PROper	il	PRON	PronType=Prs
eut	VERcjg	avoir	VERB	VerbForm=Fin
che	PROdem	ce1	PRON	PronType=Dem
fait	VERppe	faire	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
le	PROper	il	PRON	PronType=Prs
fist	VERcjg	faire	VERB	VerbForm=Fin
metre	VERinf	metre2	VERB	VerbForm=Inf
en	PRE	en1	ADP	_
prison	NOMcom	prison	NOUN	_
,	PONfbl	,	PUNCT	_
que	CONsub	que4	SCONJ	_
on	PROind	on	PRON	PronType=Ind
n	ADVneg	ne1	ADV	PronType=Neg
’	PONfbl	’	PUNCT	_
en	PROadv	en2	ADV	_
seut	VERcjg	savoir	VERB	VerbForm=Fin
mot	NOMcom	mot	NOUN	_
,	PONfbl	,	PUNCT	_
quant	CONsub	cant1	SCONJ	_
il	PROper	il	PRON	PronType=Prs
eut	VERcjg	avoir	VERB	VerbForm=Fin
che	PROdem	ce1	PRON	PronType=Dem
fait	VERppe	faire	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
s	PROper	soi1	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
en	PROadv	en2	ADV	_
revint	VERcjg	revenir	VERB	VerbForm=Fin
arriere	ADVgen	ariere	ADV	_
en	PRE	en1	ADP	_
Coustantinoble	NOMpro	Constantinople	PROPN	_
.	PONfrt	.	PUNCT	_
Si	ADVgen	si	ADV	_
fist	VERcjg	faire	VERB	VerbForm=Fin
acroire	VERinf	acroire	VERB	VerbForm=Inf
que	CONsub	que4	SCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
empereres	NOMcom	emperëor	NOUN	_
ses	DETpos	son4	DET	Poss=Yes
freres	NOMcom	frere	NOUN	_
estoit	VERcjg	estre1	VERB	VerbForm=Fin
mors	VERppe	morir	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
se	PROper	soi1	PRON	PronType=Prs
fist	VERcjg	faire	VERB	VerbForm=Fin
courouner	VERinf	coroner	VERB	VerbForm=Inf
à	PRE	a3	ADP	_
empereeur	NOMcom	emperëor	NOUN	_
à	PRE	a3	ADP	_
forche	NOMcom	force2	NOUN	_
.	PONfrt	.	PUNCT	_
Quant	CONsub	cant1	SCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
maistres	NOMcom	maistre	NOUN	_
au	PRE.DETdef	a3+le	ADP.DET	_.PronType=Art|Definite=Yes
fil	NOMcom	fil2	NOUN	_
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
empereeur	NOMcom	emperëor	NOUN	_
Kyrsac	NOMpro	Kyrsac	PROPN	_
vit	VERcjg	vëoir	VERB	VerbForm=Fin
que	CONsub	que4	SCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
oncles	NOMcom	oncle	NOUN	_
à	PRE	a3	ADP	_
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
enfant	NOMcom	enfant	NOUN	_
eut	VERcjg	avoir	VERB	VerbForm=Fin
traÿ	VERppe	träir	VERB	VerbForm=Part|Tense=Past
sen	DETpos	son4	DET	Poss=Yes
pere	NOMcom	pere	NOUN	_
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
s	PROper	soi1	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
estoit	VERcjg	estre1	VERB	VerbForm=Fin
fais	VERppe	faire	VERB	VerbForm=Part|Tense=Past
empereres	NOMcom	emperëor	NOUN	_
par	PRE	par	ADP	_
traïson	NOMcom	träison	NOUN	_
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
ne	ADVneg	ne1	ADV	PronType=Neg
fait	VERcjg	faire	VERB	VerbForm=Fin
mais	ADVgen	mais1	ADV	_
el	PROind	el1	PRON	PronType=Ind
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
prent	VERcjg	prendre	VERB	VerbForm=Fin
il	PROper	il	PRON	PronType=Prs
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
enfant	NOMcom	enfant	NOUN	_
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
le	PROper	il	PRON	PronType=Prs
fait	VERcjg	faire	VERB	VerbForm=Fin
mener	VERinf	mener	VERB	VerbForm=Inf
en	PRE	en1	ADP	_
Alemaingne	NOMpro	Allemagne	PROPN	_
,	PONfbl	,	PUNCT	_
à	PRE	a3	ADP	_
se	DETpos	son4	DET	Poss=Yes
sereur	NOMcom	seror	NOUN	_
,	PONfbl	,	PUNCT	_
qui	PROrel	que2	PRON	PronType=Rel
estoit	VERcjg	estre1	VERB	VerbForm=Fin
femme	NOMcom	feme	NOUN	_
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
empereeur	NOMcom	emperëor	NOUN	_
d	PRE	de	ADP	_
’	PONfbl	’	PUNCT	_
Alemaingne	NOMpro	Allemagne	PROPN	_
,	PONfbl	,	PUNCT	_
car	CONcoo	car	CCONJ	_
il	PROper	il	PRON	PronType=Prs
ne	ADVneg	ne1	ADV	PronType=Neg
voloit	VERcjg	voloir	VERB	VerbForm=Fin
mie	ADVneg	mie	ADV	PronType=Neg
que	CONsub	que4	SCONJ	_
ses	DETpos	son4	DET	Poss=Yes
oncles	NOMcom	oncle	NOUN	_
ne	ADVneg	ne1	ADV	PronType=Neg
le	PROper	il	PRON	PronType=Prs
fesist	VERcjg	faire	VERB	VerbForm=Fin
destruire	VERinf	destruire	VERB	VerbForm=Inf
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
estoit	VERcjg	estre1	VERB	VerbForm=Fin
plus	ADVgen	plus	ADV	_
drois	ADJqua	droit	ADJ	_
oirs	NOMcom	oir	NOUN	_
que	CONsub	que1	SCONJ	_
Alexes	NOMpro	Alexis	PROPN	_
ses	DETpos	son4	DET	Poss=Yes
oncles	NOMcom	oncle	NOUN	_
n	ADVneg	ne1	ADV	PronType=Neg
’	PONfbl	’	PUNCT	_
estoit	VERcjg	estre1	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Or	ADVgen	or4	ADV	_
avés	VERcjg	avoir	VERB	VerbForm=Fin
oï	VERppe	öir	VERB	VerbForm=Part|Tense=Past
comment	ADVsub	coment1	ADV	_
Kyrsac	NOMpro	Kyrsac	PROPN	_
vint	VERcjg	venir	VERB	VerbForm=Fin
avant	ADVgen	avant	ADV	_
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
comment	ADVsub	coment1	ADV	_
il	PROper	il	PRON	PronType=Prs
fu	VERcjg	estre1	VERB	VerbForm=Fin
empereres	NOMcom	emperëor	NOUN	_
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
comment	ADVsub	coment1	ADV	_
ses	DETpos	son4	DET	Poss=Yes
fix	NOMcom	fil2	NOUN	_
ala	VERcjg	aler	VERB	VerbForm=Fin
en	PRE	en1	ADP	_
Alemaingne	NOMpro	Allemagne	PROPN	_
,	PONfbl	,	PUNCT	_
pour	PRE	por2	ADP	_
qui	PROrel	que2	PRON	PronType=Rel
li	DETdef	le	DET	PronType=Art|Definite=Def
croisié	NOMcom	croisié	NOUN	_
et	CONcoo	et	CCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
Venicien	NOMpro	Vénitien	PROPN	_
envoierent	VERcjg	envoiier	VERB	VerbForm=Fin
par	PRE	par	ADP	_
le	DETdef	le	DET	PronType=Art|Definite=Def
consel	NOMcom	conseil	NOUN	_
du	PRE.DETdef	de+le	ADP.DET	_.PronType=Art|Definite=Yes
marchis	NOMcom	marchis	NOUN	_
de	PRE	de	ADP	_
Monferras	NOMpro	Montferrat	PROPN	_
,	PONfbl	,	PUNCT	_
leur	DETpos	lor2	DET	Poss=Yes
maistre	NOMcom	maistre	NOUN	_
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
comme	CONsub	come1	SCONJ	_
vous	PROper	vos	PRON	PronType=Prs
avés	VERcjg	avoir	VERB	VerbForm=Fin
oï	VERppe	öir	VERB	VerbForm=Part|Tense=Past
en	PRE	en1	ADP	_
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
estoire	NOMcom	estoire1	NOUN	_
devant	ADVgen	devant	ADV	_
,	PONfbl	,	PUNCT	_
pour	PRE	por2	ADP	_
che	PROdem	ce1	PRON	PronType=Dem
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
eussent	VERcjg	avoir	VERB	VerbForm=Fin
acoison	NOMcom	ochaison	NOUN	_
d	PRE	de	ADP	_
’	PONfbl	’	PUNCT	_
aler	VERinf	aler	VERB	VerbForm=Inf
en	PRE	en1	ADP	_
le	DETdef	le	DET	PronType=Art|Definite=Def
tere	NOMcom	terre	NOUN	_
de	PRE	de	ADP	_
Coustantinoble	NOMpro	Constantinople	PROPN	_
.	PONfrt	.	PUNCT	_
Or	ADVgen	or4	ADV	_
vous	PROper	vos	PRON	PronType=Prs
dirons	VERcjg	dire	VERB	VerbForm=Fin
de	PRE	de	ADP	_
chel	DETdem	cel	DET	PronType=Dem
enfant	NOMcom	enfant	NOUN	_
et	CONcoo	et	CCONJ	_
des	PRE.DETdef	de+le	ADP.DET	_.PronType=Art|Definite=Yes
croisiés	VERppe	croisier	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
comment	ADVsub	coment1	ADV	_
li	DETdef	le	DET	PronType=Art|Definite=Def
croisié	NOMcom	croisié	NOUN	_
envoierent	VERcjg	envoiier	VERB	VerbForm=Fin
pour	PRE	por2	ADP	_
lui	PROper	il	PRON	PronType=Prs
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
comment	ADVsub	coment1	ADV	_
il	PROper	il	PRON	PronType=Prs
alerent	VERcjg	aler	VERB	VerbForm=Fin
en	PRE	en1	ADP	_
Coustantinoble	NOMpro	Constantinople	PROPN	_
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
comment	ADVsub	coment1	ADV	_
il	PROper	il	PRON	PronType=Prs
le	PROper	il	PRON	PronType=Prs
conquisent	VERcjg	conquerre	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Quant	CONsub	cant1	SCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
marchis	NOMcom	marchis	NOUN	_
eut	VERcjg	avoir	VERB	VerbForm=Fin
dit	VERppe	dire	VERB	VerbForm=Part|Tense=Past
as	PRE.DETdef	a3+le	ADP.DET	_.PronType=Art|Definite=Yes
pelerins	NOMcom	pelerin	NOUN	_
et	CONcoo	et	CCONJ	_
as	PRE.DETdef	a3+le	ADP.DET	_.PronType=Art|Definite=Yes
Veniciens	NOMpro	Vénitien	PROPN	_
que	CONsub	que4	SCONJ	_
qui	PROrel	que2	PRON	PronType=Rel
aroit	VERcjg	avoir	VERB	VerbForm=Fin
chel	DETdem	cel	DET	PronType=Dem
enfant	NOMcom	enfant	NOUN	_
dont	PROrel	dont	PRON	PronType=Rel
nous	PROper	nos1	PRON	PronType=Prs
avons	VERcjg	avoir	VERB	VerbForm=Fin
parlei	VERppe	parler	VERB	VerbForm=Part|Tense=Past
par	PRE	par	ADP	_
devant	ADVgen	devant	ADV	_
,	PONfbl	,	PUNCT	_
il	PROper	il	PRON	PronType=Prs
aroit	VERcjg	avoir	VERB	VerbForm=Fin
boine	ADJqua	bon	ADJ	_
acoison	NOMcom	ochaison	NOUN	_
d	PRE	de	ADP	_
’	PONfbl	’	PUNCT	_
aler	VERinf	aler	VERB	VerbForm=Inf
en	PRE	en1	ADP	_
Coustantinoble	NOMpro	Constantinople	PROPN	_
et	CONcoo	et	CCONJ	_
d	PRE	de	ADP	_
’	PONfbl	’	PUNCT	_
aus	PROper	il	PRON	PronType=Prs
estoirer	VERinf	estorer	VERB	VerbForm=Inf
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
fisent	VERcjg	faire	VERB	VerbForm=Fin
li	DETdef	le	DET	PronType=Art|Definite=Def
croisié	NOMcom	croisié	NOUN	_
atirer	VERinf	atirier	VERB	VerbForm=Inf
deus	DETcar	deus	DET	NumType=Card
chevaliers	NOMcom	chevalier	NOUN	_
molt	ADVgen	mout	ADV	_
bien	ADVgen	bien1	ADV	_
et	CONcoo	et	CCONJ	_
molt	ADVgen	mout	ADV	_
belement	ADVgen	belement	ADV	_
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
les	PROper	il	PRON	PronType=Prs
envoierent	VERcjg	envoiier	VERB	VerbForm=Fin
en	PRE	en1	ADP	_
Alemaingne	NOMpro	Allemagne	PROPN	_
pour	PRE	por2	ADP	_
chu	DETdem	ce2	DET	PronType=Dem
vaslet	NOMcom	vaslet	NOUN	_
,	PONfbl	,	PUNCT	_
qu	CONsub	que4	SCONJ	_
il	PROper	il	PRON	PronType=Prs
venist	VERcjg	venir	VERB	VerbForm=Fin
à	PRE	a3	ADP	_
aus	PROper	il	PRON	PronType=Prs
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
se	ADVgen	si	ADV	_
li	PROper	il	PRON	PronType=Prs
manderent	VERcjg	mander	VERB	VerbForm=Fin
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
li	PROper	il	PRON	PronType=Prs
aideroient	VERcjg	aidier	VERB	VerbForm=Fin
sen	DETpos	son4	DET	Poss=Yes
droit	NOMcom	droit	NOUN	_
à	PRE	a3	ADP	_
conquerre	VERinf	conquerre	VERB	VerbForm=Inf
.	PONfrt	.	PUNCT	_
Quant	CONsub	cant1	SCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
message	NOMcom	message2	NOUN	_
vinrent	VERcjg	venir	VERB	VerbForm=Fin
à	PRE	a3	ADP	_
le	DETdef	le	DET	PronType=Art|Definite=Def
court	NOMcom	cort1	NOUN	_
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
empereeur	NOMcom	emperëor	NOUN	_
d	PRE	de	ADP	_
’	PONfbl	’	PUNCT	_
Alemaingne	NOMpro	Allemagne	PROPN	_
,	PONfbl	,	PUNCT	_
là	ADVgen	là	ADV	_
où	PROrel	où	PRON	PronType=Rel
li	DETdef	le	DET	PronType=Art|Definite=Def
vaslés	NOMcom	vaslet	NOUN	_
estoit	VERcjg	estre1	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
se	ADVgen	si	ADV	_
li	PROper	il	PRON	PronType=Prs
disent	VERcjg	dire	VERB	VerbForm=Fin
le	DETdef	le	DET	PronType=Art|Definite=Def
message	NOMcom	message1	NOUN	_
que	PROrel	que2	PRON	PronType=Rel
on	PROind	on	PRON	PronType=Ind
